created_at,content,lang,username,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Normalization,Translated_Text,Sentiment_Label,Tokenizing,Stopword_Removal,Stemming
Mon May 13 05:59:46 +0000 2024,Prabowo Dicecar Media Asing Soal IKN Nusantara di Kaltim Misi Selamatkan Jakarta dan Warga Adat https://t.co/oxc7LSRqTe,in,brokxoli,Prabowo Dicecar Media Asing Soal IKN Nusantara di Kaltim Misi Selamatkan Jakarta dan Warga Adat,Prabowo Dicecar Media Asing Soal IKN Nusantara di Kaltim Misi Selamatkan Jakarta dan Warga Adat,Prabowo Dicecar Media Asing Soal IKN Nusantara di Kaltim Misi Selamatkan Jakarta dan Warga Adat,prabowo dicecar media asing soal ikn nusantara di kaltim misi selamatkan jakarta dan warga adat,prabowo dicecar media asing soal ibu kota nusantara nusantara di kaltim misi selamatkan jakarta dan warga adat,Prabowo was questioned by foreign media about the capital city of the archipelago in East Kalimantan Misi Save Jakarta and Indigenous Citizens,Negative,"['prabowo', 'dicecar', 'media', 'asing', 'soal', 'ibu', 'kota', 'nusantara', 'nusantara', 'di', 'kaltim', 'misi', 'selamatkan', 'jakarta', 'dan', 'warga', 'adat']",prabowo dicecar media asing kota nusantara nusantara kaltim misi selamatkan jakarta warga adat,prabowo cecar media asing kota nusantara nusantara kaltim misi selamat jakarta warga adat
Mon May 13 05:59:34 +0000 2024,@DokterTifa syukurlah prabowo gk mau pindah ke IKN itukan proyek presiden sblmnya hahaha...,in,brokxoli,syukurlah prabowo gk mau pindah ke IKN itukan proyek presiden sblmnya hahaha,syukurlah prabowo gk mau pindah ke IKN itukan proyek presiden sblmnya hahaha,syukurlah prabowo gk mau pindah ke IKN itukan proyek presiden sblmnya hahaha,syukurlah prabowo gk mau pindah ke ikn itukan proyek presiden sblmnya hahaha,syukurlah prabowo gk mau pindah ke ibu kota nusantara itukan proyek presiden sblmnya hahaha,"Thank God Prabowo doesn't want to move to the capital city of the archipelago, the president's project before hahaha",Positive,"['syukurlah', 'prabowo', 'gk', 'mau', 'pindah', 'ke', 'ibu', 'kota', 'nusantara', 'itukan', 'proyek', 'presiden', 'sblmnya', 'hahaha']",syukurlah prabowo pindah kota nusantara itukan proyek presiden sblmnya hahaha,syukur prabowo pindah kota nusantara itu proyek presiden sblmnya hahaha
Mon May 13 05:59:32 +0000 2024,Potensi Usaha IKN D Senin Siang Menit Bayi Caca Subang Tong Tji Tenggo Sumatera Barat Geby Banjir Garnacho United Cat Morningg SMK Lingga Kencana Depok https://t.co/tuGjE9lh5H,in,brokxoli,Potensi Usaha IKN D Senin Siang Menit Bayi Caca Subang Tong Tji Tenggo Sumatera Barat Geby Banjir Garnacho United Cat Morningg SMK Lingga Kencana Depok,Potensi Usaha IKN D Senin Siang Menit Bayi Caca Subang Tong Tji Tenggo Sumatera Barat Geby Banjir Garnacho United Cat Morningg SMK Lingga Kencana Depok,Potensi Usaha IKN D Senin Siang Menit Bayi Caca Subang Tong Tji Tenggo Sumatera Barat Geby Banjir Garnacho United Cat Morningg SMK Lingga Kencana Depok,potensi usaha ikn d senin siang menit bayi caca subang tong tji tenggo sumatera barat geby banjir garnacho united cat morningg smk lingga kencana depok,potensi usaha ibu kota nusantara di senin siang menit bayi caca subang tong tji tenggo sumatera barat geby banjir garnacho united cat morningg smk lingga kencana depok,"Potential of the Business of the Capital City of the Archipelago on Monday afternoon minutes Caca Subang Tong Tengg Tenggo Baby, West Sumatra Geby Garnacho United Morningg Cat SMK SMK Lingga Kencana Depok",Negative,"['potensi', 'usaha', 'ibu', 'kota', 'nusantara', 'di', 'senin', 'siang', 'menit', 'bayi', 'caca', 'subang', 'tong', 'tji', 'tenggo', 'sumatera', 'barat', 'geby', 'banjir', 'garnacho', 'united', 'cat', 'morningg', 'smk', 'lingga', 'kencana', 'depok']",potensi usaha kota nusantara senin siang menit bayi caca subang tong tji tenggo sumatera barat geby banjir garnacho united cat morningg smk lingga kencana depok,potensi usaha kota nusantara senin siang menit bayi caca subang tong tji tenggo sumatera barat geby banjir garnacho united cat morningg smk lingga kencana depok
Mon May 13 05:59:31 +0000 2024,Distribusi Logistik IKN Nusantara Mulai Masif https://t.co/spXFUm0FYL,in,brokxoli,Distribusi Logistik IKN Nusantara Mulai Masif,Distribusi Logistik IKN Nusantara Mulai Masif,Distribusi Logistik IKN Nusantara Mulai Masif,distribusi logistik ikn nusantara mulai masif,distribusi logistik ibu kota nusantara nusantara mulai masif,Logistics Distribution of the Capital City of the Archipelago Nusantara began to be massive,Negative,"['distribusi', 'logistik', 'ibu', 'kota', 'nusantara', 'nusantara', 'mulai', 'masif']",distribusi logistik kota nusantara nusantara masif,distribusi logistik kota nusantara nusantara masif
Mon May 13 05:59:13 +0000 2024,@Mdy_Asmara1701 Buat pakan ular.....ularnya besar² bro.....semua kebutuhan pokok di IKN ( Kaltim ) mahal......krn saya sendiri mantan pekerja proyek tambang batu Gypsen.,in,brokxoli,Buat pakan ular     ularnya besar² bro     semua kebutuhan pokok di IKN   Kaltim   mahal      krn saya sendiri mantan pekerja proyek tambang batu Gypsen,Buat pakan ular     ularnya besar bro     semua kebutuhan pokok di IKN   Kaltim   mahal      krn saya sendiri mantan pekerja proyek tambang batu Gypsen,Buat pakan ular ularnya besar bro semua kebutuhan pokok di IKN Kaltim mahal krn saya sendiri mantan pekerja proyek tambang batu Gypsen,buat pakan ular ularnya besar bro semua kebutuhan pokok di ikn kaltim mahal krn saya sendiri mantan pekerja proyek tambang batu gypsen,buat pakan ular ularnya besar saudara laki laki semua kebutuhan pokok di ibu kota nusantara kaltim mahal karena saya sendiri mantan pekerja proyek tambang batu gypsen,Make a snake feed for large brothers and sisters all basic needs in the capital city of the archipelago East Kalimantan because I myself am a former worker,Positive,"['buat', 'pakan', 'ular', 'ularnya', 'besar', 'saudara', 'laki', 'laki', 'semua', 'kebutuhan', 'pokok', 'di', 'ibu', 'kota', 'nusantara', 'kaltim', 'mahal', 'karena', 'saya', 'sendiri', 'mantan', 'pekerja', 'proyek', 'tambang', 'batu', 'gypsen']",pakan ular ularnya saudara laki laki kebutuhan pokok kota nusantara kaltim mahal mantan pekerja proyek tambang batu gypsen,pakan ular ular saudara laki laki butuh pokok kota nusantara kaltim mahal mantan kerja proyek tambang batu gypsen
Mon May 13 05:58:55 +0000 2024,@DokterTifa Ntar ikn lokasi syuting film horor,in,brokxoli,Ntar ikn lokasi syuting film horor,Ntar ikn lokasi syuting film horor,Ntar ikn lokasi syuting film horor,ntar ikn lokasi syuting film horor,nanti ibu kota nusantara lokasi syuting film horor,Later the capital city of the archipelago is the set of horror films,Negative,"['nanti', 'ibu', 'kota', 'nusantara', 'lokasi', 'syuting', 'film', 'horor']",kota nusantara lokasi syuting film horor,kota nusantara lokasi syuting film horor
Mon May 13 05:58:53 +0000 2024,@Bambangmulyonoo Anak anak di IKN jd LASKAR PEMIMPI https://t.co/cmCdJGko5i,in,brokxoli,Anak anak di IKN jd LASKAR PEMIMPI,Anak anak di IKN jd LASKAR PEMIMPI,Anak anak di IKN jd LASKAR PEMIMPI,anak anak di ikn jd laskar pemimpi,anak anak di ibu kota nusantara jadi laskar pemimpi,Children in the Capital City of the Archipelago are Laskar Dreamers,Negative,"['anak', 'anak', 'di', 'ibu', 'kota', 'nusantara', 'jadi', 'laskar', 'pemimpi']",anak anak kota nusantara laskar pemimpi,anak anak kota nusantara laskar mimpi
Mon May 13 05:58:52 +0000 2024,@abu_waras Knpa ga jd 20 % skalian?Kok ga kreatif cm bs mnyusahkan rakyat.Knapa ga org2 kaya sja yg dipjaki 100%. Ppn pbb cukai naik..hutang negara naik trus..korupsi mkin gila.Fokus pd akar msalah : brantas korupsi n yg ilegal2 tnpa ragu! Bs hemat trilyu,in,brokxoli,Knpa ga jd     skalian Kok ga kreatif cm bs mnyusahkan rakyat Knapa ga org  kaya sja yg dipjaki     Ppn pbb cukai naik  hutang negara naik trus  korupsi mkin gila Fokus pd akar msalah   brantas korupsi n yg ilegal  tnpa ragu  Bs hemat trilyu,Knpa ga jd     skalian Kok ga kreatif cm bs mnyusahkan rakyat Knapa ga org  kaya sja yg dipjaki     Ppn pbb cukai naik  hutang negara naik trus  korupsi mkin gila Fokus pd akar msalah   brantas korupsi n yg ilegal  tnpa ragu  Bs hemat trilyu,Knpa ga jd skalian Kok ga kreatif cm bs mnyusahkan rakyat Knapa ga org  kaya sja yg dipjaki Ppn pbb cukai naik  hutang negara naik trus  korupsi mkin gila Fokus pd akar msalah brantas korupsi n yg ilegal  tnpa ragu  Bs hemat trilyu,knpa ga jd skalian kok ga kreatif cm bs mnyusahkan rakyat knapa ga org  kaya sja yg dipjaki ppn pbb cukai naik  hutang negara naik trus  korupsi mkin gila fokus pd akar msalah brantas korupsi n yg ilegal  tnpa ragu  bs hemat trilyu,kenapa ga jadi sekalian kok ga kreatif cm bisa mnyusahkan rakyat kenapa ga orang kaya sja yang dipjaki ppn pbb cukai naik hutang negara naik terus korupsi mkin gila fokus pada akar msalah brantas korupsi dan yang ilegal tnpa ragu bisa hemat trilyu,why not so how come it's not creative cm can be able to try the people why not rich people who are pursued by PBB excise tax on the debt of the state and continue to rise corruption and focus on the roots of corruption and illegal,Negative,"['kenapa', 'ga', 'jadi', 'sekalian', 'kok', 'ga', 'kreatif', 'cm', 'bisa', 'mnyusahkan', 'rakyat', 'kenapa', 'ga', 'orang', 'kaya', 'sja', 'yang', 'dipjaki', 'ppn', 'pbb', 'cukai', 'naik', 'hutang', 'negara', 'naik', 'terus', 'korupsi', 'mkin', 'gila', 'fokus', 'pada', 'akar', 'msalah', 'brantas', 'korupsi', 'dan', 'yang', 'ilegal', 'tnpa', 'ragu', 'bisa', 'hemat', 'trilyu']",kreatif mnyusahkan rakyat orang kaya sja dipjaki ppn pbb cukai hutang negara korupsi gila fokus akar msalah brantas korupsi ilegal tnpa ragu hemat trilyu,kreatif mnyusahkan rakyat orang kaya sja dipjaki ppn pbb cukai hutang negara korupsi gila fokus akar msalah brantas korupsi ilegal tnpa ragu hemat trilyu
Mon May 13 05:58:51 +0000 2024,@Nagashima_007 @BBerizik @blantik_pedhet2 Itu potongannya ga jelas. Sy masih bs menafsir kalo maksudnya itu tanah dibeli dari pemilik/adat untuk bs dibangun jd IKN. Krn kata AHY kebanyakan tanah di IKN belum dibebaskan masih milik rakyat.,in,brokxoli,Itu potongannya ga jelas  Sy masih bs menafsir kalo maksudnya itu tanah dibeli dari pemilik adat untuk bs dibangun jd IKN  Krn kata AHY kebanyakan tanah di IKN belum dibebaskan masih milik rakyat,Itu potongannya ga jelas  Sy masih bs menafsir kalo maksudnya itu tanah dibeli dari pemilik adat untuk bs dibangun jd IKN  Krn kata AHY kebanyakan tanah di IKN belum dibebaskan masih milik rakyat,Itu potongannya ga jelas  Sy masih bs menafsir kalo maksudnya itu tanah dibeli dari pemilik adat untuk bs dibangun jd IKN  Krn kata AHY kebanyakan tanah di IKN belum dibebaskan masih milik rakyat,itu potongannya ga jelas  sy masih bs menafsir kalo maksudnya itu tanah dibeli dari pemilik adat untuk bs dibangun jd ikn  krn kata ahy kebanyakan tanah di ikn belum dibebaskan masih milik rakyat,itu potongannya ga jelas saya masih bisa menafsir kalau maksudnya itu tanah dibeli dari pemilik adat untuk bisa dibangun jadi ibu kota nusantara karena kata ahy kebanyakan tanah di ibu kota nusantara belum dibebaskan masih milik rakyat,The piece is not clear I can still interpret if the intention is that the land is bought from the customary owner to be built into the capital city of the archipelago because the word AHY most of the land in the capital city of the archipelago has not been released still belongs to the people,Positive,"['itu', 'potongannya', 'ga', 'jelas', 'saya', 'masih', 'bisa', 'menafsir', 'kalau', 'maksudnya', 'itu', 'tanah', 'dibeli', 'dari', 'pemilik', 'adat', 'untuk', 'bisa', 'dibangun', 'jadi', 'ibu', 'kota', 'nusantara', 'karena', 'kata', 'ahy', 'kebanyakan', 'tanah', 'di', 'ibu', 'kota', 'nusantara', 'belum', 'dibebaskan', 'masih', 'milik', 'rakyat']",potongannya menafsir maksudnya tanah dibeli pemilik adat dibangun kota nusantara ahy kebanyakan tanah kota nusantara dibebaskan milik rakyat,potong tafsir maksud tanah beli milik adat bangun kota nusantara ahy banyak tanah kota nusantara bebas milik rakyat
Mon May 13 05:58:46 +0000 2024,@DokterTifa Klu mereka ngga mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke IKN,in,brokxoli,Klu mereka ngga mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke IKN,Klu mereka ngga mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke IKN,Klu mereka ngga mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke IKN,klu mereka ngga mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke ikn,klu mereka tidak mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke ibu kota nusantara,"If they don't want to move, the tie is included in the container then send them to the capital city of the archipelago",Negative,"['klu', 'mereka', 'tidak', 'mau', 'pindah', 'ikat', 'dimasukan', 'dlm', 'conteiner', 'lalu', 'kirim', 'mereka', 'ke', 'ibu', 'kota', 'nusantara']",klu pindah ikat dimasukan conteiner kirim kota nusantara,klu pindah ikat masuk conteiner kirim kota nusantara
Mon May 13 05:58:40 +0000 2024,Mengingat kondisi fisik dan usia Presiden elect Prabowo sebaiknya mmg di Jakarta. bersama kita warga Jakarta heheu Setuju! Presiden perintahkan Puyi eh Gibran ngantor di IKN saja. Bran @gibran_tweet siapno koper nang IKN Bapakmu dijak sisan yo. https://t.co/VHZkI0siHq,in,brokxoli,Mengingat kondisi fisik dan usia Presiden elect Prabowo sebaiknya mmg di Jakarta  bersama kita warga Jakarta heheu Setuju  Presiden perintahkan Puyi eh Gibran ngantor di IKN saja  Bran  siapno koper nang IKN Bapakmu dijak sisan yo,Mengingat kondisi fisik dan usia Presiden elect Prabowo sebaiknya mmg di Jakarta  bersama kita warga Jakarta heheu Setuju  Presiden perintahkan Puyi eh Gibran ngantor di IKN saja  Bran  siapno koper nang IKN Bapakmu dijak sisan yo,Mengingat kondisi fisik dan usia Presiden elect Prabowo sebaiknya mmg di Jakarta  bersama kita warga Jakarta heheu Setuju  Presiden perintahkan Puyi eh Gibran ngantor di IKN saja  Bran  siapno koper nang IKN Bapakmu dijak sisan yo,mengingat kondisi fisik dan usia presiden elect prabowo sebaiknya mmg di jakarta  bersama kita warga jakarta heheu setuju  presiden perintahkan puyi eh gibran ngantor di ikn saja  bran  siapno koper nang ikn bapakmu dijak sisan yo,mengingat kondisi fisik dan usia presiden elect prabowo sebaiknya mmg di jakarta bersama kita warga jakarta heheu setuju presiden perintahkan puyi eh gibran ngantor di ibu kota nusantara saja bran siapno koper nang ibu kota nusantara bapakmu dijak sisan iya,"Considering the physical condition and age of the President Elect Prabowo should MMG in Jakarta with us, the citizens of Jakarta, heheu agreed that the President ordered Puyi Eh Gibran Ngantor in the Capital City of the Archipelago alone, Bran Siangno, the Capital Capital City of Nusantara, your father",Positive,"['mengingat', 'kondisi', 'fisik', 'dan', 'usia', 'presiden', 'elect', 'prabowo', 'sebaiknya', 'mmg', 'di', 'jakarta', 'bersama', 'kita', 'warga', 'jakarta', 'heheu', 'setuju', 'presiden', 'perintahkan', 'puyi', 'eh', 'gibran', 'ngantor', 'di', 'ibu', 'kota', 'nusantara', 'saja', 'bran', 'siapno', 'koper', 'nang', 'ibu', 'kota', 'nusantara', 'bapakmu', 'dijak', 'sisan', 'iya']",kondisi fisik usia presiden elect prabowo mmg jakarta warga jakarta heheu setuju presiden perintahkan puyi gibran ngantor kota nusantara bran siapno koper nang kota nusantara bapakmu dijak sisan iya,kondisi fisik usia presiden elect prabowo mmg jakarta warga jakarta heheu tuju presiden perintah puyi gibran ngantor kota nusantara bran siapno koper nang kota nusantara bapak dijak sis iya
Mon May 13 05:56:25 +0000 2024,@DokterTifa Prabowo aja ogah ke IKN malah nyuruh Gibran yg ngantor disana awokwokwok https://t.co/i0FBSlaQzs,in,MaulanaaLutfi1,Prabowo aja ogah ke IKN malah nyuruh Gibran yg ngantor disana awokwokwok,Prabowo aja ogah ke IKN malah nyuruh Gibran yg ngantor disana awokwokwok,Prabowo aja ogah ke IKN malah nyuruh Gibran yg ngantor disana awokwokwok,prabowo aja ogah ke ikn malah nyuruh gibran yg ngantor disana awokwokwok,prabowo saja tidak mau ke ibu kota nusantara bahkan nyuruh gibran yang ngantor disana awokwokwok,Prabowo just did not want to go to the capital city of the archipelago even told Gibran who was going on there. Awokwokwok,Negative,"['prabowo', 'saja', 'tidak', 'mau', 'ke', 'ibu', 'kota', 'nusantara', 'bahkan', 'nyuruh', 'gibran', 'yang', 'ngantor', 'disana', 'awokwokwok']",prabowo kota nusantara nyuruh gibran ngantor disana awokwokwok,prabowo kota nusantara nyuruh gibran ngantor sana awokwokwok
Mon May 13 05:56:23 +0000 2024,@QAMALIA_ Alah biasa ajer cikpuan bkn 3rasa masak steambot pn... Hahahaha. Nie ikn goreng ikn masin sepat dn ikn kembung masak singgang... Jadi lh 3rasa juga kn....,in,NitaLaila22,Alah biasa ajer cikpuan bkn  rasa masak steambot pn    Hahahaha  Nie ikn goreng ikn masin sepat dn ikn kembung masak singgang    Jadi lh  rasa juga kn,Alah biasa ajer cikpuan bkn  rasa masak steambot pn    Hahahaha  Nie ikn goreng ikn masin sepat dn ikn kembung masak singgang    Jadi lh  rasa juga kn,Alah biasa ajer cikpuan bkn  rasa masak steambot pn Hahahaha  Nie ikn goreng ikn masin sepat dn ikn kembung masak singgang Jadi lh  rasa juga kn,alah biasa ajer cikpuan bkn  rasa masak steambot pn hahahaha  nie ikn goreng ikn masin sepat dn ikn kembung masak singgang jadi lh  rasa juga kn,alah biasa ajer cikpuan bukan rasa masak steambot pn tertawa ini ibu kota nusantara goreng ibu kota nusantara masin sepat dn ibu kota nusantara kembung masak singgang jadi lh rasa juga kan,"It's just normal, cik puan, not the taste of steamboat cooking, this laughter is the capital city of the archipelago, the capital city of the archipelago, masin, and the capital city, the city",Positive,"['alah', 'biasa', 'ajer', 'cikpuan', 'bukan', 'rasa', 'masak', 'steambot', 'pn', 'tertawa', 'ini', 'ibu', 'kota', 'nusantara', 'goreng', 'ibu', 'kota', 'nusantara', 'masin', 'sepat', 'dn', 'ibu', 'kota', 'nusantara', 'kembung', 'masak', 'singgang', 'jadi', 'lh', 'rasa', 'juga', 'kan']",alah ajer cikpuan masak steambot pn tertawa kota nusantara goreng kota nusantara masin sepat kota nusantara kembung masak singgang lh,alah ajer cikpuan masak steambot pn tertawa kota nusantara goreng kota nusantara masin sepat kota nusantara kembung masak singgang lh
Mon May 13 05:56:20 +0000 2024,dibilang urgensinya IKN tuh apa??? buang² duit asli,in,AstariOrli36,dibilang urgensinya IKN tuh apa    buang² duit asli,dibilang urgensinya IKN tuh apa    buang duit asli,dibilang urgensinya IKN tuh apa buang duit asli,dibilang urgensinya ikn tuh apa buang duit asli,dibilang urgensinya ibu kota nusantara tuh apa buang uang asli,It is said that the urgency of the capital city of the archipelago is the real money,Positive,"['dibilang', 'urgensinya', 'ibu', 'kota', 'nusantara', 'tuh', 'apa', 'buang', 'uang', 'asli']",dibilang urgensinya kota nusantara buang uang asli,bilang urgensi kota nusantara buang uang asli
